text,rating,app_id,labels,source,original_label,subtype
Crashes only on my Huawei P30 — my friend's iPhone runs it fine.,1,com.zhiliaoapp.musically,compatibility,synthetic_compat_v2,,device
My Google Pixel 8 can't run this app at all. Crashes within 2 seconds.,3,com.airbnb.android,compatibility,synthetic_compat_v2,,device
Login broken since Android 10. Stuck on loading screen forever.,1,com.instagram.android,compatibility,synthetic_compat_v2,,os
ideea be great but i be have issue with the phone when use waze . i discover that when i use <app> in about <digit> minute my galaxy s7 edge be get really hot like freak hot so i have to close the app and shut down my phone for a little while . after that i uninstalled the app reboot and instal again but another surprise log in with my phone or smart lock but <app> unable to restore my point my setting my username picture . nothing ! update still no get my old account back . every time i install it start from <digit> .,1,com.waze,compatibility,rrgen_mined_compat,bug_report,
Crashes only on my Motorola Moto G — my friend's iPhone runs it fine.,2,com.facebook.katana,compatibility,synthetic_compat_v2,,device
Android 10 user — app is unusable since the update.,1,com.facebook.katana,compatibility,synthetic_compat_v2,,os
OnePlus 10 Pro user here — app force closes immediately on launch.,1,com.zhiliaoapp.musically,compatibility,synthetic_compat_v2,,device
Not optimized for small screen device. Looks terrible and elements overlap.,2,com.netflix.mediaclient,compatibility,synthetic_compat_v2,,screen
"Since OxygenOS 13 update, app won't even open.",1,com.ubercab,compatibility,synthetic_compat_v2,,os
OnePlus Nord user here — app force closes immediately on launch.,1,com.facebook.katana,compatibility,synthetic_compat_v2,,device
after latest update on <digit> june <digit> the app have stop work . whenever i try to open my message it say unfortunately <app> stop work . too bad . i have to uninstall it and install again but same problem . i can't call anyone nor send message . i receive message but can't open it . please try fix it asap . i'm use samsung galaxy s5 and it still crash even in good network condition . i can still receive call but can't make <user> call . thank .,2,com.viber.voip,compatibility,rrgen_mined_compat,bug_report,
"App freezes on Pixel 4a. Other apps work fine, just this one.",3,com.zhiliaoapp.musically,compatibility,synthetic_compat_v2,,device
after upgrade it freeze my screen and make my phone slow i have samsung galaxy s6 . have 3gb ram but it make my phone slow . please fix this issue .,2,com.picsart.studio,compatibility,rrgen_mined_compat,bug_report,
Cannot install this app on my OnePlus 9. Says my device is not supported.,1,com.whatsapp,compatibility,synthetic_compat_v2,,device
"App freezes on Pixel 4a. Other apps work fine, just this one.",1,com.instagram.android,compatibility,synthetic_compat_v2,,device
not sure why but content often load much slower on the s2 tablet run <app> marshmallow than on samsung galaxy note <digit> run <app> lollipop . spec for s2 tablet be impressive . not sure if this be <user> <app> issue or an issue with the tablet itself .,3,flipboard.app,compatibility,rrgen_mined_compat,bug_report,
it be not work on my samsung galaxy s4 device . though it be work good but something wrong with thia <app> or system .,1,com.ubercab,compatibility,rrgen_mined_compat,bug_report,
after the recent update it simply refuse to open i have never experience this before . i be use a samsung galaxy s5 mini . edit the latest update have fix this problem .,4,com.google.android.music,compatibility,rrgen_mined_compat,bug_report,
Not compatible with Android 11. Keeps erroring out.,1,com.king.candycrushsaga,compatibility,synthetic_compat_v2,,os
"Please fix the EMUI 11 compatibility issue, app crashes on startup.",3,com.spotify.music,compatibility,synthetic_compat_v2,,os
after recent upgrade galaxy s8 start complain on battery drain usage per hour <digit> . <digit> . i notice that it also have some traffic in background . i be ask to fix but no help from <app> team . return to samsung launcher and be surprise to see longer battery life less lag and no overheat on wireless charger ! uninstalled after several year of usage .,1,com.gau.go.launcherex,compatibility,rrgen_mined_compat,bug_report,
"Installed on Samsung Galaxy Note 20, app shows 'device not compatible' even though specs are fine.",2,com.snapchat.android,compatibility,synthetic_compat_v2,,device
Not compatible with Android 14. Keeps erroring out.,3,com.instagram.android,compatibility,synthetic_compat_v2,,os
after new update <digit> and later on . uc browser not work in my samsung galaxy pocket s5300 which have <app> gingerbread .,1,com.UCMobile.intl,compatibility,rrgen_mined_compat,bug_report,
Please add proper split-screen mode support. Currently unusable on it.,1,com.whatsapp,compatibility,synthetic_compat_v2,,screen
ever since last update it crash when load . samsung galaxy s3 .,1,com.ebay.mobile,compatibility,rrgen_mined_compat,bug_report,
since update my samsung s6 to <app> marshmallow the little float circle thingy with the dot to access setting be go . i cannot figure out another way to access the <app> launcher setting . i can't change anything . about to uninstall . please help !,4,com.gau.go.launcherex,compatibility,rrgen_mined_compat,bug_report,
i didn't ever use this useless <app> and want to get it off my samsung galaxy s5 . but i couldn't cos it be preinstalled . fortunately my s6 doesn't have this on it well kinda see as this <app> still make an appearance on the home screen that's now disable too . stop load phone up with bloatware samsung !,1,flipboard.app,compatibility,rrgen_mined_compat,bug_report,
Used to love this app but Android 12 update killed it for me.,2,com.twitter.android,compatibility,synthetic_compat_v2,,os
App keeps crashing on my Sony Xperia 1. Worked fine on my old phone.,1,com.spotify.music,compatibility,synthetic_compat_v2,,device
Samsung Galaxy S22 user here — app force closes immediately on launch.,1,com.zhiliaoapp.musically,compatibility,synthetic_compat_v2,,device
Doesn't work properly on Asus ROG Phone. Force closes every time I open it.,3,com.airbnb.android,compatibility,synthetic_compat_v2,,device
OneUI 5 user — app is unusable since the update.,2,com.spotify.music,compatibility,synthetic_compat_v2,,os
OnePlus 9 user here — app force closes immediately on launch.,1,com.ubercab,compatibility,synthetic_compat_v2,,device
Force closes since I updated to Android 11.,2,com.facebook.katana,compatibility,synthetic_compat_v2,,os
i be use samsung galaxy j7 <digit> after update to marshmallow . download stop automatically when phone be lock .,1,com.UCMobile.intl,compatibility,rrgen_mined_compat,feature_request,
Cannot install this app on my Motorola Edge. Says my device is not supported.,3,com.ubercab,compatibility,synthetic_compat_v2,,device
Crashes only on my Pixel 4a — my friend's iPhone runs it fine.,2,com.zhiliaoapp.musically,compatibility,synthetic_compat_v2,,device
"landscape mode layout issues — text gets cut off, can't tap buttons.",2,com.whatsapp,compatibility,synthetic_compat_v2,,screen
Please add proper foldable phone support. Currently unusable on it.,2,com.zhiliaoapp.musically,compatibility,synthetic_compat_v2,,screen
"Please fix the Android 8.0 Oreo compatibility issue, app crashes on startup.",2,com.ubercab,compatibility,synthetic_compat_v2,,os
"Installed on Motorola Edge, app shows 'device not compatible' even though specs are fine.",3,com.zhiliaoapp.musically,compatibility,synthetic_compat_v2,,device
Doesn't work properly on Samsung Galaxy S22. Force closes every time I open it.,1,com.netflix.mediaclient,compatibility,synthetic_compat_v2,,device
this won't open in my samsung galaxy s7 edge . crash file send include log file dev plz chk .,1,com.gau.go.launcherex,compatibility,rrgen_mined_compat,bug_report,
App is not optimized for Nokia G50. UI is cut off and buttons don't work.,2,com.instagram.android,compatibility,synthetic_compat_v2,,device
"Please fix the EMUI 11 compatibility issue, app crashes on startup.",1,com.netflix.mediaclient,compatibility,synthetic_compat_v2,,os
Force closes since I updated to Android 9.,2,com.whatsapp,compatibility,synthetic_compat_v2,,os
Force closes since I updated to OxygenOS 13.,3,com.king.candycrushsaga,compatibility,synthetic_compat_v2,,os
Used to love this app but Android 12 update killed it for me.,2,com.zhiliaoapp.musically,compatibility,synthetic_compat_v2,,os
Cannot install this app on my Realme 9. Says my device is not supported.,1,com.snapchat.android,compatibility,synthetic_compat_v2,,device
hi . i'm a galaxy s8 user . report this for you guy to check and fix the bug on the new control center option . it be activate after i update this app . a small bar appear just above my home screen . after touch it a small box with an arrow point upward appear . i'm explore the utility of this new feature so i test it a few time and it be work fine . but after a few more time my touch screen suddenly stop respond and a black line appear accross the whole screen just above the home button . the only finctional button in the touchscreen be the <digit> button at the bottom and the notification time and date and status bar on top . just escape the terrify ordeal when i reset my phone by press the volume down and the power button and hold it for <digit> second or so . after reboot i immediately disable the feature . please help . i fear other s8 user might resort to factory reset their phone because they might think a virus have enter their phone .,3,com.qihoo.security,compatibility,rrgen_mined_compat,bug_report,
<app> be great but when i install this <app> on my new samsung galaxy s6 its incoming lock password be not work anymore .,3,com.cleanmaster.security,compatibility,rrgen_mined_compat,bug_report,
new update make the <app> unusable crash on startup . samsung galaxy s7 nougat .,1,flipboard.app,compatibility,rrgen_mined_compat,bug_report,
"Please fix the Android 13 compatibility issue, app crashes on startup.",1,com.ubercab,compatibility,synthetic_compat_v2,,os
Doesn't work properly on Motorola Edge. Force closes every time I open it.,2,com.twitter.android,compatibility,synthetic_compat_v2,,device
Worked fine on the previous OS but MIUI 13 broke everything.,3,com.zhiliaoapp.musically,compatibility,synthetic_compat_v2,,os
Used to love this app but EMUI 11 update killed it for me.,1,com.ubercab,compatibility,synthetic_compat_v2,,os
"Since Android 11 update, app won't even open.",3,com.twitter.android,compatibility,synthetic_compat_v2,,os
My Samsung Galaxy A52 can't run this app at all. Crashes within 2 seconds.,1,com.ubercab,compatibility,synthetic_compat_v2,,device
the root explorer doesn't work on the samsung galaxy s7 . it just tell me that it's not support on my device etc .,1,com.estrongs.android.pop,compatibility,rrgen_mined_compat,bug_report,
Tried on Motorola Moto G and the app is completely broken. Black screen on open.,1,com.instagram.android,compatibility,synthetic_compat_v2,,device
"On my Z Flip, the interface is misaligned and unusable.",3,com.netflix.mediaclient,compatibility,synthetic_compat_v2,,screen
sti l cant use it after update on my samsung galaxy s5 .,2,com.cleanmaster.security,compatibility,rrgen_mined_compat,bug_report,
App stopped working after the Android 14 update.,1,com.ubercab,compatibility,synthetic_compat_v2,,os
App keeps crashing on my Pixel 4a. Worked fine on my old phone.,1,com.king.candycrushsaga,compatibility,synthetic_compat_v2,,device
when i select a story it fail to download . when i select lead story from several day ago appear . no longer the default news on my samsung galaxy s7 edge . can't change the default .,2,flipboard.app,compatibility,rrgen_mined_compat,bug_report,
since the last update the <app> be completely break . no news load . i'm use a samsung galaxy s8 .,2,flipboard.app,compatibility,rrgen_mined_compat,bug_report,
EMUI 11 user — app is unusable since the update.,1,com.snapchat.android,compatibility,synthetic_compat_v2,,os
after the last update the app be not work on my samsung galaxy s7 edge . what to do ?,1,com.ubercab,compatibility,rrgen_mined_compat,bug_report,
Crashes only on my Vivo V25 — my friend's iPhone runs it fine.,3,com.twitter.android,compatibility,synthetic_compat_v2,,device
App keeps crashing on my Realme 9. Worked fine on my old phone.,2,com.facebook.katana,compatibility,synthetic_compat_v2,,device
Huawei P30 user here — app force closes immediately on launch.,2,com.airbnb.android,compatibility,synthetic_compat_v2,,device
Switching to split-screen mode crashes the app every time.,3,com.airbnb.android,compatibility,synthetic_compat_v2,,screen
Doesn't work properly in small screen device. Half the UI is missing.,1,com.king.candycrushsaga,compatibility,synthetic_compat_v2,,screen
Samsung Galaxy Note 20 user here — app force closes immediately on launch.,1,com.zhiliaoapp.musically,compatibility,synthetic_compat_v2,,device
Not optimized for Z Flip. Looks terrible and elements overlap.,1,com.twitter.android,compatibility,synthetic_compat_v2,,screen
after last update the light be not switch on in my samsung s4 . please advise .,1,com.surpax.ledflashlight.panel,compatibility,rrgen_mined_compat,bug_report,
Tried on Oppo Reno 8 and the app is completely broken. Black screen on open.,2,com.whatsapp,compatibility,synthetic_compat_v2,,device
"landscape mode layout issues — text gets cut off, can't tap buttons.",3,com.twitter.android,compatibility,synthetic_compat_v2,,screen
Specifically broken on Google Pixel 8 — works on every other phone I've tried.,1,com.twitter.android,compatibility,synthetic_compat_v2,,device
"landscape mode layout issues — text gets cut off, can't tap buttons.",3,com.ubercab,compatibility,synthetic_compat_v2,,screen
OneUI 5 user — app is unusable since the update.,2,com.ubercab,compatibility,synthetic_compat_v2,,os
My Nokia G50 can't run this app at all. Crashes within 2 seconds.,1,com.king.candycrushsaga,compatibility,synthetic_compat_v2,,device
Worked fine on the previous OS but EMUI 11 broke everything.,1,com.whatsapp,compatibility,synthetic_compat_v2,,os
after i update my ui to miui <digit> it work for a while and get back to the home screen . and when i open it again it say to restore tab . i have clear data cache nd reinstall it . but there be no progress . plz fix it . i be use xiaomi redmi <digit> .,1,com.UCMobile.intl,compatibility,rrgen_mined_compat,bug_report,
My Huawei P40 can't run this app at all. Crashes within 2 seconds.,1,com.twitter.android,compatibility,synthetic_compat_v2,,device
"App freezes on Xiaomi Redmi Note 12. Other apps work fine, just this one.",3,com.airbnb.android,compatibility,synthetic_compat_v2,,device
after update i can't use only postal code to locate address for navigation as it hang and force close after that . i be currently use samsung s8 plus . pls solve this issue asap . thank .,3,com.sygic.aura,compatibility,rrgen_mined_compat,bug_report,
i love <app> it be a great photo editor app but after the latest update i have trouble with the quality of picture . my problem be everything work fine until i hit the add picture button . when i add the picture or png the quality be great but after i hit the save button it become blurry . could you please help ? thank you . by the way it work fine on other device but not on samsung galaxy s7 .,4,com.picsart.studio,compatibility,rrgen_mined_compat,bug_report,
not open at all on samsung galaxy s5 since last update .,1,flipboard.app,compatibility,rrgen_mined_compat,bug_report,
"App freezes on Vivo V25. Other apps work fine, just this one.",3,com.amazon.mShop.android.shopping,compatibility,synthetic_compat_v2,,device
after different update and the so call help from support i can only confirm this app doesn't work . other launcher work but this one have never work on my phone . very disappoint . old comment doesn't work on my samsung galaxy s7 every day the remark unfortunately stop work extra as request . everytime when i try to start the app even after full reboot it only tell me that the app have stop work nothing else . it doesn't work at all . <app> version be <digit> . <digit> . <digit> clean from the box .,1,com.gau.go.launcherex,compatibility,rrgen_mined_compat,bug_report,
"Since Android 14 update, app won't even open.",1,com.snapchat.android,compatibility,synthetic_compat_v2,,os
please fix the stream issue galaxy s7 marshmallow and nougat have major issue .,3,com.google.android.music,compatibility,rrgen_mined_compat,bug_report,
Doesn't work properly on OnePlus Nord. Force closes every time I open it.,1,com.instagram.android,compatibility,synthetic_compat_v2,,device
lock my phone after new update samsung galaxy s7 active . have to drive to phone store to fix .,1,com.qihoo.security,compatibility,rrgen_mined_compat,bug_report,
i be scar my mobile samsung galaxy s4 start hang after instal this app . immediately i uninstalled and do virus scan then <digit> threat find . be careful .,1,com.dianxinos.dxbs,compatibility,rrgen_mined_compat,bug_report,
App crashes constantly after upgrading to ColorOS 12.,2,com.spotify.music,compatibility,synthetic_compat_v2,,os
"Installed on Realme 9, app shows 'device not compatible' even though specs are fine.",1,com.amazon.mShop.android.shopping,compatibility,synthetic_compat_v2,,device
"Galaxy Fold layout issues — text gets cut off, can't tap buttons.",3,com.whatsapp,compatibility,synthetic_compat_v2,,screen
its not lock my incoming call . whats wrong ? since i do software update samsung s8 please fix this !,1,com.cleanmaster.security,compatibility,rrgen_mined_compat,bug_report,
Not optimized for Z Flip. Looks terrible and elements overlap.,1,com.king.candycrushsaga,compatibility,synthetic_compat_v2,,screen
"Installed on Samsung Galaxy A52, app shows 'device not compatible' even though specs are fine.",1,com.twitter.android,compatibility,synthetic_compat_v2,,device
App keeps crashing on my Samsung Galaxy A52. Worked fine on my old phone.,1,com.whatsapp,compatibility,synthetic_compat_v2,,device
"Please fix the Android 9 compatibility issue, app crashes on startup.",3,com.twitter.android,compatibility,synthetic_compat_v2,,os
i try to sign in with my <app> account didn't work from the first place no cash payment and load for so long my phone brand and model be samsung galaxy s6 .,1,com.ubercab,compatibility,rrgen_mined_compat,bug_report,
My OnePlus 9 can't run this app at all. Crashes within 2 seconds.,2,com.twitter.android,compatibility,synthetic_compat_v2,,device
<digit> . stop get notification on my galaxy s7 after nougat update . no way to tell when the cab be near without open the app . app notification for uber turn on . <digit> . cannot change phone number . when i travel abroad and want to use a local number it want me to send a request through a web page which i never hear back on . fix these two and you get <digit> star . update block my account for all cash and card transaction . basically can't use them . then customer support happily offer to choose my account . bye uber .,2,com.ubercab,compatibility,rrgen_mined_compat,bug_report,
Specifically broken on Samsung Galaxy S22 — works on every other phone I've tried.,3,com.netflix.mediaclient,compatibility,synthetic_compat_v2,,device
My Google Pixel 8 can't run this app at all. Crashes within 2 seconds.,1,com.airbnb.android,compatibility,synthetic_compat_v2,,device
App is not optimized for Samsung Galaxy Note 20. UI is cut off and buttons don't work.,1,com.king.candycrushsaga,compatibility,synthetic_compat_v2,,device
Crashes only on my Sony Xperia 1 — my friend's iPhone runs it fine.,3,com.twitter.android,compatibility,synthetic_compat_v2,,device
app have close down twice whilst i've be use since latest update . speed cam not accurate and voice guidance be now too early eg say turn leave before reach the correct junction to turn leave at accord to visible map . samsung galaxy s6 .,3,com.sygic.aura,compatibility,rrgen_mined_compat,bug_report,
"App freezes on Vivo V25. Other apps work fine, just this one.",2,com.snapchat.android,compatibility,synthetic_compat_v2,,device
Android 8.0 Oreo user — app is unusable since the update.,1,com.facebook.katana,compatibility,synthetic_compat_v2,,os
"Please fix the Android 9 compatibility issue, app crashes on startup.",1,com.airbnb.android,compatibility,synthetic_compat_v2,,os
Doesn't work properly on Samsung Galaxy A52. Force closes every time I open it.,3,com.zhiliaoapp.musically,compatibility,synthetic_compat_v2,,device
"Installed on LG V60, app shows 'device not compatible' even though specs are fine.",3,com.facebook.katana,compatibility,synthetic_compat_v2,,device
block mute all notification from build in calendar app so you miss your appointment and can't override . this start when my galaxy s7 update to android <digit> nougat . before that there be less critical apps be uncontrollably mute like the samsung gear circle notification and i have learn to put up with it but calendar notification be critical .,1,com.cleanmaster.mguard,compatibility,rrgen_mined_compat,bug_report,
app doesn't work on my samsung galaxy s3 ! be there any solution for this problem ?,1,com.ubercab,compatibility,rrgen_mined_compat,bug_report,
it doesn't work on my phone anymore ! since the last three update . galaxy s7 .,1,flipboard.app,compatibility,rrgen_mined_compat,bug_report,
